original_title,title,release_date,budget,revenue,popularity,vote_average,vote_count
Cleopatra,Cleopatra,1963-06-12,31115000,71000000,13.244365,6.7,146
High Crimes,High Crimes,2002-04-03,42000000,63781810,14.046705,6.1,184
The Mothman Prophecies,The Mothman Prophecies,2002-01-25,32000000,55157539,14.733513,6.1,305
Licence to Kill,Licence to Kill,1989-07-07,32000000,156167015,28.221190000000004,5.9,541
Red Riding Hood,Red Riding Hood,2011-03-11,42000000,89162162,45.151657,5.6,922
15 Minutes,15 Minutes,2001-03-01,60000000,56359980,15.205371,5.7,191
Super Mario Bros.,Super Mario Bros.,1993-05-28,48000000,20915465,14.587367,4.0,232
Lord of War,Lord of War,2005-09-16,42000000,24127895,34.828241,7.0,1335
英雄,Hero,2002-12-19,31000000,177394432,23.607392,7.2,635
One for the Money,One for the Money,2012-01-26,40000000,36893721,19.438503,5.3,388
The Interview,The Interview,2014-12-25,44000000,12342632,74.16801600000001,6.1,2304
The Warrior's Way,The Warrior's Way,2010-12-02,42000000,11087569,7.349497,6.3,136
Micmacs à tire-larigot,Micmacs,2009-10-28,33000000,14000000,7.663514999999999,6.8,148
8 Mile,8 Mile,2002-11-08,41000000,215000000,32.798571,6.8,1626
A Knight's Tale,A Knight's Tale,2001-05-11,65000000,117487473,36.670398999999996,6.6,907
The Sixth Sense,The Sixth Sense,1999-08-06,40000000,672806292,73.085576,7.7,3147
Man on a Ledge,Man on a Ledge,2012-01-13,42000000,46221189,34.041407,6.2,925
The Big Year,The Big Year,2011-10-13,41000000,7448385,9.419725999999999,5.6,248
The Karate Kid,The Karate Kid,1984-06-22,8000000,90815558,28.456571999999998,6.9,891
American Hustle,American Hustle,2013-12-12,40000000,251171807,49.664128000000005,6.8,2807
The Proposal,The Proposal,2009-06-01,40000000,317375031,36.238968,6.7,1804
Double Jeopardy,Double Jeopardy,1999-09-24,70000000,177841558,19.439386,6.2,278
Back to the Future Part II,Back to the Future Part II,1989-11-20,40000000,332000000,43.345252,7.4,3829
Lucy,Lucy,2014-07-14,40000000,126546825,115.241998,6.3,5878
Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,40000000,571006128,98.755657,5.2,3254
Spy Kids 3-D: Game Over,Spy Kids 3-D: Game Over,2003-07-25,38000000,197011982,21.998734,4.7,511
A Time to Kill,A Time to Kill,1996-07-24,40000000,152266007,25.219804999999997,7.0,509
Cheaper by the Dozen,Cheaper by the Dozen,2003-12-24,40000000,190212113,26.516624,6.0,699
Lone Survivor,Lone Survivor,2013-12-24,40000000,149295601,37.084384,7.4,1526
A League of Their Own,A League of Their Own,1992-07-01,40000000,107458785,21.661027999999998,6.7,354
The Conjuring 2,The Conjuring 2,2016-05-13,40000000,320170008,68.794673,7.0,1949
The Social Network,The Social Network,2010-09-30,40000000,224920315,69.27821999999999,7.1,3391
He's Just Not That Into You,He's Just Not That Into You,2009-02-06,40000000,177259441,26.253357,6.2,959
Scary Movie 4,Scary Movie 4,2006-04-13,45000000,178262620,32.549282,5.3,750
Scream 3,Scream 3,2000-02-03,40000000,161834276,24.992057,5.7,736
Back to the Future Part III,Back to the Future Part III,1990-05-25,40000000,244527583,45.769562,7.1,2900
Get Hard,Get Hard,2015-03-26,40000000,111811453,36.301202,5.9,944
Dracula,Dracula,1992-11-13,40000000,215862692,45.022964,7.1,1056
Julie & Julia,Julie & Julia,2009-08-06,40000000,129540499,22.853006,6.6,560
42,42,2013-04-12,40000000,95020213,31.884559000000003,6.8,787
The Talented Mr. Ripley,The Talented Mr. Ripley,1999-12-25,40000000,128798265,31.385257,7.0,767
Dumb and Dumber To,Dumb and Dumber To,2014-11-12,40000000,169837010,67.767785,5.4,1127
Eight Below,Eight Below,2006-02-17,40000000,120455994,24.287306,6.7,542
The Intern,The Intern,2015-09-24,35000000,194564672,53.114573,7.1,1881
Ride Along 2,Ride Along 2,2016-01-14,40000000,124827316,25.136082000000002,6.1,555
The Last of the Mohicans,The Last of the Mohicans,1992-09-25,40000000,75505856,37.776565999999995,7.1,732
Ray,Ray,2004-10-29,40000000,124731534,21.743320999999998,7.2,467
Sin City,Sin City,2005-04-01,40000000,158733820,66.003433,7.2,2691
Vantage Point,Vantage Point,2008-02-01,40000000,151161491,24.862767,6.2,716
"I Love You, Man","I Love You, Man",2009-03-20,41000000,91636986,25.391899,6.5,515
Shallow Hal,Shallow Hal,2001-11-01,40000000,141069860,29.854772999999998,5.7,731
JFK,JFK,1991-12-20,40000000,205405498,26.82041,7.5,502
Big Momma's House 2,Big Momma's House 2,2006-01-26,40000000,138259062,17.612920000000003,5.4,371
The Mexican,The Mexican,2001-03-01,57000000,147845033,21.021809,5.8,441
17 Again,17 Again,2009-03-11,20000000,136267476,52.571674,6.1,1350
The Other Woman,The Other Woman,2014-04-16,40000000,196781193,34.519636,6.2,1437
The Final Destination,The Final Destination,2009-08-26,40000000,186167139,32.478077,5.4,831
Bridge of Spies,Bridge of Spies,2015-10-15,40000000,165478348,48.445978000000004,7.2,2583
Behind Enemy Lines,Behind Enemy Lines,2001-11-17,40000000,91753202,24.012985999999998,6.0,457
Get Him to the Greek,Get Him to the Greek,2010-06-04,40000000,90029656,17.869443,5.9,612
Shall We Dance?,Shall We Dance?,2004-10-15,50000000,170128460,14.231898999999999,5.9,297
Small Soldiers,Small Soldiers,1998-07-10,40000000,54682547,23.088570999999998,6.2,511
Spawn,Spawn,1997-07-31,40000000,87840042,19.833664000000002,5.0,336
The Count of Monte Cristo,The Count of Monte Cristo,2002-01-23,35000000,75395048,26.595983,7.3,453
The Lincoln Lawyer,The Lincoln Lawyer,2011-03-17,40000000,85412898,26.072228,7.0,902
Unknown,Unknown,2011-02-16,30000000,130786397,38.643914,6.5,1265
The Prestige,The Prestige,2006-10-19,40000000,109676311,74.440708,8.0,4391
Horrible Bosses 2,Horrible Bosses 2,2014-11-26,42000000,107670357,82.185281,6.1,1536
Escape from Planet Earth,Escape from Planet Earth,2013-02-14,40000000,74597643,18.14218,5.7,332
Apocalypto,Apocalypto,2006-12-07,40000000,120175290,41.570046999999995,7.3,1221
The Living Daylights,The Living Daylights,1987-06-29,40000000,191185897,23.331459,6.2,440
Predators,Predators,2010-07-03,40000000,126248813,47.649553999999995,6.0,1206
Secret Window,Secret Window,2004-03-12,40000000,92913171,32.908414,6.4,972
The Lake House,The Lake House,2006-06-16,40000000,114830111,29.887359999999997,6.5,670
The Skeleton Key,The Skeleton Key,2005-07-29,43000000,91974818,29.105407,6.4,573
Made of Honor,Made of Honor,2008-05-02,40000000,84601681,19.574773999999998,6.0,394
Jersey Boys,Jersey Boys,2014-06-05,40000000,67347013,14.199932999999998,6.8,255
The Rainmaker,The Rainmaker,1997-11-18,40000000,45916769,12.229516,6.7,235
Gothika,Gothika,2003-11-21,40000000,141591324,27.303608,5.8,629
Amistad,Amistad,1997-12-03,36000000,74000000,3.6982760000000003,6.8,316
Aliens vs Predator: Requiem,Aliens vs Predator: Requiem,2007-12-25,40000000,41797066,39.381913,4.9,740
Music and Lyrics,Music and Lyrics,2007-02-09,40000000,145896422,17.659032,6.2,554
Paul,Paul,2011-02-14,40000000,97552050,43.151268,6.5,1789
The Guilt Trip,The Guilt Trip,2012-12-19,40000000,41863726,15.283444,5.4,284
Scream 4,Scream 4,2011-04-11,40000000,97138686,35.21926,6.1,902
8MM,8MM,1999-02-26,40000000,96618699,25.580272,6.1,474
The Doors,The Doors,1991-03-01,38000000,34416893,10.794175,6.7,275
Sex Tape,Sex Tape,2014-07-17,40000000,126069509,72.641296,5.3,1695
Hanging Up,Hanging Up,2000-02-16,40000000,36037909,3.4155339999999996,5.0,40
Final Destination 5,Final Destination 5,2011-08-12,47000000,157887643,38.555482,5.9,866
Pay It Forward,Pay It Forward,2000-10-12,40000000,55707411,24.313684,7.0,432
Fever Pitch,Fever Pitch,2005-04-06,30000000,50451307,9.965073,5.9,182
The Shadow,The Shadow,1994-07-01,25000000,48063435,8.178203,5.4,138
Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,2011-12-24,40000000,55247881,31.066874,6.9,708
Morning Glory,Morning Glory,2010-01-12,40000000,58785180,22.491388,6.1,412
Get Rich or Die Tryin',Get Rich or Die Tryin',2005-11-09,40000000,46442528,12.885985,6.3,186
The Art of War,The Art of War,2000-08-23,40000000,30199105,7.832337,5.6,135
Rent,Rent,2005-11-23,40000000,31670620,10.433667,6.7,155
The Out-of-Towners,The Out-of-Towners,1999-04-02,75000000,29000000,4.842626,5.0,45
The Island of Dr. Moreau,The Island of Dr. Moreau,1996-08-23,40000000,49627779,13.210898,4.6,147
The Musketeer,The Musketeer,2001-09-07,40000000,27053815,3.296933,5.2,56
Sweet November,Sweet November,2001-02-16,40000000,65754228,19.372805,6.4,278
The Reaping,The Reaping,2007-04-05,40000000,62771059,13.445697000000001,5.4,205
Mean Streets,Mean Streets,1973-10-02,500000,3000000,17.002095999999998,7.2,345
Renaissance Man,Renaissance Man,1994-06-03,40000000,24332324,4.516953,5.9,81
Colombiana,Colombiana,2011-07-27,40000000,60965854,33.785969,6.5,824
Quest for Camelot,Quest for Camelot,1998-05-15,40000000,38172500,16.059442999999998,6.9,190
City By The Sea,City By The Sea,2002-09-06,40000000,22433915,3.4769660000000004,5.7,92
Torque,Torque,2004-01-16,40000000,46546197,7.360792999999999,4.7,119
Showgirls,Showgirls,1995-09-22,45000000,20350754,14.513304999999999,4.9,256
Marie Antoinette,Marie Antoinette,2006-05-24,40000000,60474340,22.364549,6.5,642
Get Carter,Get Carter,2000-10-06,63600000,19412993,4.494788,4.8,145
Lo imposible,The Impossible,2012-09-09,42000000,180274123,47.559928,7.0,2025
Ishtar,Ishtar,1987-05-15,55000000,14375181,2.410546,4.2,28
Fantastic Mr. Fox,Fantastic Mr. Fox,2009-10-23,40000000,46471023,41.258956,7.5,1176
Life or Something Like It,Life or Something Like It,2002-04-26,40000000,16872671,8.980846000000001,5.7,124
Memoirs of an Invisible Man,Memoirs of an Invisible Man,1992-02-28,40000000,14358033,7.222985,5.7,125
Le fabuleux destin d'Amélie Poulain,Amélie,2001-04-25,10000000,173921954,73.720244,7.8,3310
Alfie,Alfie,2004-10-22,60000000,13395939,15.219263,5.6,248
Big Miracle,Big Miracle,2012-02-02,40000000,24719215,8.303696,6.6,152
The Deep End of the Ocean,The Deep End of the Ocean,1999-03-12,38000000,28121100,4.746085,5.9,54
FearDotCom,FearDotCom,2002-08-09,40000000,18902015,6.756886,3.2,105
Cirque du Freak: The Vampire's Assistant,Cirque du Freak: The Vampire's Assistant,2009-10-23,40000000,28169671,16.424807,5.5,348
Duplex,Duplex,2003-09-26,40000000,19322135,15.590001,5.9,482
Universal Soldier: The Return,Universal Soldier: The Return,1999-08-05,45000000,10667893,14.566664000000001,4.2,135
Pandorum,Pandorum,2009-09-08,33000000,20645327,28.353517,6.5,774
Extreme Ops,Extreme Ops,2002-11-27,40000000,10959475,2.911819,5.0,28
Sunshine,Sunshine,2007-04-05,50000000,32017803,51.502884,7.0,1182
A Thousand Words,A Thousand Words,2012-03-07,40000000,22044277,13.119132999999998,6.0,373
The Gunman,The Gunman,2015-02-16,40000000,13644292,26.935458,5.5,392
Stormbreaker,Stormbreaker,2006-07-21,40000000,23937870,16.282962,5.1,213
Disturbia,Disturbia,2007-04-12,20000000,117760134,31.690456,6.6,1006
Hackers,Hackers,1995-09-14,20000000,7563728,17.842246,6.2,398
Snowpiercer,Snowpiercer,2013-08-01,39200000,86758912,64.238688,6.7,2854
The Crow,The Crow,1994-05-11,15000000,94000000,44.690107,7.3,953
Baahubali: The Beginning,Baahubali: The Beginning,2015-07-10,40000000,100000000,16.254032000000002,7.5,135
The Time Traveler's Wife,The Time Traveler's Wife,2009-08-14,39000000,101229792,37.492928000000006,6.7,798
Frankenweenie,Frankenweenie,2012-10-04,39000000,35287788,27.908783000000003,6.6,932
Serenity,Serenity,2005-08-25,39000000,38869464,45.388937,7.4,1264
Against the Ropes,Against the Ropes,2004-02-20,39000000,6614280,2.817364,4.5,32
Superman III,Superman III,1983-06-17,39000000,75850624,22.164202,5.3,490
Grudge Match,Grudge Match,2013-12-25,40000000,44907260,21.362949,6.0,433
Chi bi,Red Cliff,2008-07-10,80341000,127814609,14.8375,7.1,205
Sweet Home Alabama,Sweet Home Alabama,2002-09-26,30000000,180622424,18.256028,6.0,394
The Ugly Truth,The Ugly Truth,2009-07-24,38000000,205298907,22.332926999999998,6.4,972
Spy Kids 2: The Island of Lost Dreams,Spy Kids 2: The Island of Lost Dreams,2002-08-07,38000000,119723358,24.085144,5.3,521
Star Trek: Generations,Star Trek: Generations,1994-11-17,38000000,120000000,14.779041000000001,6.4,452
一代宗師,The Grandmaster,2013-01-08,3860000,64076736,19.947264999999998,6.3,273
Water for Elephants,Water for Elephants,2011-03-15,38000000,114156230,16.801218,6.7,850
The Hurricane,The Hurricane,1999-09-17,50000000,73956241,20.825781,7.2,396
Enough,Enough,2002-05-24,38000000,51801187,11.500783,6.2,264
Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015-04-16,38000000,107597242,41.258487,5.0,567
Angel Eyes,Angel Eyes,2001-05-15,53000000,29700000,6.4546339999999995,5.6,88
The Ninth Gate,The Ninth Gate,1999-08-24,38000000,58401898,30.359164,6.3,756
Extreme Measures,Extreme Measures,1996-09-27,38000000,17380126,3.4265550000000005,5.7,80
Rock Star,Rock Star,2001-09-04,57000000,16991902,11.60815,6.0,190
Precious,Precious,2009-11-06,10000000,47536959,18.664624,6.9,417
White Squall,White Squall,1996-02-02,38000000,10300000,10.047578999999999,6.3,86
The Thing,The Thing,1982-06-25,15000000,19629760,52.731379000000004,7.8,1588
Riddick,Riddick,2013-09-02,38000000,98337295,46.630062,6.2,2035
Switchback,Switchback,1997-10-31,37000000,6482195,4.131546,5.8,52
City of Ember,City of Ember,2008-10-07,55000000,17869048,23.465539,6.2,605
The Master,The Master,2012-09-07,32000000,28258060,25.682509,7.0,701
Virgin Territory,Virgin Territory,2007-12-17,38000000,5410749,6.760922,4.3,75
The Express,The Express,2008-10-10,40000000,9793496,3.8782300000000003,7.1,71
The 5th Wave,The 5th Wave,2016-01-14,38000000,109906372,57.889964,5.6,1945
Creed,Creed,2015-11-25,37000000,173567581,57.773582999999995,7.3,1915
The Town,The Town,2010-09-15,37000000,154026136,24.218358,7.0,1468
What to Expect When You're Expecting,What to Expect When You're Expecting,2012-05-17,40000000,79700000,27.009722999999997,5.8,594
Burn After Reading,Burn After Reading,2008-09-05,37000000,163720069,31.941346999999997,6.5,1222
Nim's Island,Nim's Island,2008-04-03,37000000,100076342,14.353279,5.6,330
Rush,Rush,2013-09-02,38000000,90247624,33.003828000000006,7.7,2277
Magnolia,Magnolia,1999-12-08,37000000,48451803,30.993736,7.5,825
Cop Out,Cop Out,2010-02-26,30000000,55583804,25.825771,5.3,511
How to Be Single,How to Be Single,2016-01-21,38000000,112343513,46.078371000000004,5.9,1201
Dolphin Tale,Dolphin Tale,2011-09-23,37000000,95404397,6.638389999999999,6.7,163
Twilight,Twilight,2008-11-20,37000000,392616625,127.084938,5.8,3561
John Q,John Q,2002-02-15,36000000,102244770,27.465433,7.0,594
Blue Streak,Blue Streak,1999-09-17,65000000,117758500,16.865782,6.1,352
We're the Millers,We're the Millers,2013-08-07,37000000,269994119,100.348805,6.8,2972
Obitaemyy Ostrov,The Inhabited Island,2008-12-18,36500000,21834845,2.785832,5.3,23
Breakdown,Breakdown,1997-05-02,36000000,50159144,9.176339,6.6,198
Never Say Never Again,Never Say Never Again,1983-10-07,36000000,160000000,23.380757,5.8,338
Hot Tub Time Machine,Hot Tub Time Machine,2010-03-26,36000000,64572262,33.926473,6.0,894
Dolphin Tale 2,Dolphin Tale 2,2014-09-12,36000000,52424533,6.967857,6.7,96
Reindeer Games,Reindeer Games,2000-02-25,42000000,32168970,11.470135,5.4,173
A Man Apart,A Man Apart,2003-04-04,36000000,44350926,19.854932,5.8,258
Aloha,Aloha,2015-05-27,37000000,26250020,29.652535999999998,5.2,692
The Rite,The Rite,2011-01-28,37000000,96047633,11.492474000000001,5.8,556
Gattaca,Gattaca,1997-09-07,36000000,12532777,70.398356,7.5,1808
Isn't She Great,Isn't She Great,2000-01-28,36000000,3003296,1.068453,4.6,14
Space Chimps,Space Chimps,2008-07-17,37000000,63800345,6.293216999999999,5.2,99
The Hangover,The Hangover,2009-06-05,35000000,459270619,82.21166,7.2,6173
葉問3,Ip Man 3,2015-12-19,36000000,156844753,19.167377,6.5,379
Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,1999-06-08,33000000,310940086,18.316151,6.2,1011
Batman,Batman,1989-06-23,35000000,411348924,44.104469,7.0,2096
Lethal Weapon 3,Lethal Weapon 3,1992-05-15,35000000,321731527,36.172182,6.4,811
The Blind Side,The Blind Side,2009-11-20,29000000,309208309,25.767395,7.2,1597
Spy Kids,Spy Kids,2001-03-18,35000000,147934180,21.543389,5.5,867
Horrible Bosses,Horrible Bosses,2011-07-08,35000000,117000000,50.309843,6.5,2277
True Grit,True Grit,2010-12-22,38000000,252276927,49.292384000000006,7.2,1668
The Devil Wears Prada,The Devil Wears Prada,2006-06-30,35000000,326551094,83.89325699999999,7.0,3088
Star Trek: The Motion Picture,Star Trek: The Motion Picture,1979-12-06,35000000,139000000,24.616634,6.2,530
Identity Thief,Identity Thief,2013-02-07,35000000,173965010,34.005726,5.6,1645
Cape Fear,Cape Fear,1991-11-15,35000000,182300000,27.714043,7.0,675
21,21,2008-03-27,35000000,69823199,45.149947999999995,6.5,1375
Trainwreck,Trainwreck,2015-07-17,35000000,140795793,72.774941,5.9,1181
Guess Who,Guess Who,2005-03-25,35000000,68915888,3.74263,5.5,225
The English Patient,The English Patient,1996-11-14,27000000,231976425,29.381878000000004,7.0,542
L.A. Confidential,L.A. Confidential,1997-09-19,35000000,126216940,24.860326,7.7,1310
Sky High,Sky High,2005-07-29,35000000,86369815,11.041659,5.8,550
Species,Species,1995-07-07,35000000,113374103,23.607070999999998,5.5,453
A Nightmare on Elm Street,A Nightmare on Elm Street,1984-11-14,1800000,25504513,38.204158,7.2,1180
The Cell,The Cell,2000-08-17,33000000,104155843,25.413954999999998,6.0,436
Secretariat,Secretariat,2010-08-20,35000000,60251371,9.525037,6.8,103
TMNT,TMNT,2007-03-23,34000000,95608995,18.39217,6.0,345
Radio,Radio,2003-10-24,32000000,52277485,9.254647,6.8,141
Friends with Benefits,Friends with Benefits,2011-07-21,35000000,150483765,40.526587,6.5,2237
Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016-05-04,35000000,108758521,50.179171000000004,5.6,1462
Saving Mr. Banks,Saving Mr. Banks,2013-11-16,35000000,112544580,31.957946999999997,7.3,1226
Malcolm X,Malcolm X,1992-11-18,34000000,48169908,19.822791,7.2,370
This Is 40,This Is 40,2012-12-20,35000000,88058786,38.429648,5.6,896
Old Dogs,Old Dogs,2009-11-24,35000000,92219310,13.707842999999999,5.2,210
Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,2009-01-22,35000000,91353501,51.927471000000004,6.2,1428
License to Wed,License to Wed,2007-07-04,35000000,69307224,14.503568,5.2,253
Must Love Dogs,Must Love Dogs,2005-07-21,30000000,58405313,11.120167,5.8,140
Donnie Brasco,Donnie Brasco,1997-02-27,35000000,41954997,40.370442,7.4,1147
Resident Evil,Resident Evil,2002-03-15,33000000,102984862,40.715623,6.4,2065
Poltergeist,Poltergeist,1982-06-04,10700000,122200000,36.230204,7.0,794
Max Payne,Max Payne,2008-10-15,35000000,85416905,25.903237,5.2,613
In Time,In Time,2011-10-27,40000000,173930596,60.231381999999996,6.7,3417
The Back-Up Plan,The Back-Up Plan,2010-04-23,35000000,77477008,18.382920000000002,5.7,458
Something Borrowed,Something Borrowed,2011-05-05,35000000,59901913,14.029012,5.9,296
The Bad News Bears,The Bad News Bears,1976-04-07,35000000,35323292,6.889633,6.9,97
Street Fighter,Street Fighter,1994-12-22,35000000,99423521,19.286099,4.1,325
The Pianist,The Pianist,2002-09-24,35000000,120072577,50.587540999999995,8.0,1864
House of Wax,House of Wax,2005-04-30,40000000,68766121,17.157738000000002,5.5,677
Closer,Closer,2004-12-01,27000000,115505027,22.636908,6.7,811
J. Edgar,J. Edgar,2011-11-09,35000000,84606030,28.069419,6.0,741
Mirrors,Mirrors,2008-08-15,35000000,72436439,19.774542999999998,6.0,485
